name	sample_len	model_contig_len	score	pvalue
v_sars-cov-2sample0	50	150	0.5611907243728638	0.15826961408092252
v_sars-cov-2sample0	50	300	0.11470749974250793	0.4258353248861433
v_sars-cov-2sample0	50	500	0.38539785146713257	0.20647613313514834
v_sars-cov-2sample0	50	1000	0.1888047158718109	0.15078555782158773
v_sars-cov-2sample1	50	150	0.5259852409362793	0.18232339725903987
v_sars-cov-2sample1	50	300	0.2641142010688782	0.2894722009288903
v_sars-cov-2sample1	50	500	0.211898535490036	0.30735291350730964
v_sars-cov-2sample1	50	1000	0.3026304244995117	0.11858901729737896
v_sars-cov-2sample2	50	150	0.08138401806354523	0.6815717165347237
v_sars-cov-2sample2	50	300	0.0007422674680128694	0.8394395094016324
v_sars-cov-2sample2	50	500	7.614617788931355e-05	0.9205911682251783
v_sars-cov-2sample2	50	1000	0.06487193703651428	0.2173124858372989
v_sars-cov-2sample3	50	150	0.9302816390991211	0.01438046868841567
v_sars-cov-2sample3	50	300	0.6504094004631042	0.07720836903097804
v_sars-cov-2sample3	50	500	0.9605535268783569	0.017262789516265593
v_sars-cov-2sample3	50	1000	0.7765030860900879	0.027192386131883073
v_sars-cov-2sample4	50	150	0.46676772832870483	0.23375862884426976
v_sars-cov-2sample4	50	300	0.029165875166654587	0.594749064345944
v_sars-cov-2sample4	50	500	0.0852065160870552	0.43180492577470886
v_sars-cov-2sample4	50	1000	0.253157377243042	0.13141098270262105
v_sars-cov-2sample5	50	150	0.5953496694564819	0.1375040821612369
v_sars-cov-2sample5	50	300	0.3266003727912903	0.2490756188844298
v_sars-cov-2sample5	50	500	0.04095754772424698	0.5217595815537451
v_sars-cov-2sample5	50	1000	0.0013150052400305867	0.4895573683812977
v_sars-cov-2sample6	50	150	0.5738875269889832	0.15051913829799213
v_sars-cov-2sample6	50	300	0.49371159076690674	0.14540965865536368
v_sars-cov-2sample6	50	500	0.007651086430996656	0.6883196297202205
v_sars-cov-2sample6	50	1000	0.12983545660972595	0.1739179696351688
