name	sample_len	model_contig_len	score	pvalue
h_bacteria-zobellia-galactanivoranssample0	1000	150	0.4277229905128479	0.26884550849652594
h_bacteria-zobellia-galactanivoranssample0	1000	300	0.3744296431541443	0.22025071019524733
h_bacteria-zobellia-galactanivoranssample0	1000	500	0.35137617588043213	0.22456678394701687
h_bacteria-zobellia-galactanivoranssample0	1000	1000	0.0013662639539688826	0.48698919857995315
h_bacteria-zobellia-galactanivoranssample1	1000	150	0.42057374119758606	0.2751827119063974
h_bacteria-zobellia-galactanivoranssample1	1000	300	0.3071538805961609	0.2609572981016368
h_bacteria-zobellia-galactanivoranssample1	1000	500	0.1611054241657257	0.34692092043124045
h_bacteria-zobellia-galactanivoranssample1	1000	1000	0.004088086076080799	0.40762142155751946
h_bacteria-zobellia-galactanivoranssample2	1000	150	0.42072656750679016	0.2750053490388622
h_bacteria-zobellia-galactanivoranssample2	1000	300	0.5234341621398926	0.12338796951796907
h_bacteria-zobellia-galactanivoranssample2	1000	500	0.4927579462528229	0.14343637697792996
h_bacteria-zobellia-galactanivoranssample2	1000	1000	0.7041702270507812	0.03263086335825969
h_bacteria-zobellia-galactanivoranssample3	1000	150	0.39879003167152405	0.2952613146248353
h_bacteria-zobellia-galactanivoranssample3	1000	300	0.2687596380710602	0.286270685845696
h_bacteria-zobellia-galactanivoranssample3	1000	500	0.3947598338127136	0.20190408097988674
h_bacteria-zobellia-galactanivoranssample3	1000	1000	0.00039430634933523834	0.5723430772716973
h_bacteria-zobellia-galactanivoranssample4	1000	150	0.43166011571884155	0.2653207734147138
h_bacteria-zobellia-galactanivoranssample4	1000	300	0.37200915813446045	0.2215809171664337
h_bacteria-zobellia-galactanivoranssample4	1000	500	0.16956037282943726	0.33956424391804174
h_bacteria-zobellia-galactanivoranssample4	1000	1000	0.03780775144696236	0.2531535614472392
h_bacteria-zobellia-galactanivoranssample5	1000	150	0.45367735624313354	0.2454702086688213
h_bacteria-zobellia-galactanivoranssample5	1000	300	0.2732106149196625	0.283520088379853
h_bacteria-zobellia-galactanivoranssample5	1000	500	0.7274878621101379	0.06257878793580313
h_bacteria-zobellia-galactanivoranssample5	1000	1000	0.0014578360132873058	0.48241936702167837
h_bacteria-zobellia-galactanivoranssample6	1000	150	0.4162614941596985	0.27909877141023187
h_bacteria-zobellia-galactanivoranssample6	1000	300	0.10398509353399277	0.4398870451368535
h_bacteria-zobellia-galactanivoranssample6	1000	500	0.42607825994491577	0.1844813637133342
h_bacteria-zobellia-galactanivoranssample6	1000	1000	0.011699085123836994	0.33191706322229775
h_bacteria-zobellia-galactanivoranssample7	1000	150	0.47573989629745483	0.22575759281990068
h_bacteria-zobellia-galactanivoranssample7	1000	300	0.27648189663887024	0.28140641204851874
h_bacteria-zobellia-galactanivoranssample7	1000	500	0.7433266639709473	0.05927675026811417
h_bacteria-zobellia-galactanivoranssample7	1000	1000	0.0016981988446787	0.4713346929526399
h_bacteria-zobellia-galactanivoranssample8	1000	150	0.3944928050041199	0.29911825317282464
h_bacteria-zobellia-galactanivoranssample8	1000	300	0.3047943413257599	0.26242841682824547
h_bacteria-zobellia-galactanivoranssample8	1000	500	0.23706719279289246	0.2899396037554799
h_bacteria-zobellia-galactanivoranssample8	1000	1000	0.005395865999162197	0.38747261877785333
h_bacteria-zobellia-galactanivoranssample9	1000	150	0.42072656750679016	0.2750053490388622
h_bacteria-zobellia-galactanivoranssample9	1000	300	0.08446606993675232	0.4679961221084908
h_bacteria-zobellia-galactanivoranssample9	1000	500	0.062179334461688995	0.4719844211556191
h_bacteria-zobellia-galactanivoranssample9	1000	1000	0.014065773226320744	0.3190762142155752
h_bacteria-zobellia-galactanivoranssample10	1000	150	0.42072656750679016	0.2750053490388622
h_bacteria-zobellia-galactanivoranssample10	1000	300	0.20229828357696533	0.3365761825314515
h_bacteria-zobellia-galactanivoranssample10	1000	500	0.3932778239250183	0.20269431221659862
h_bacteria-zobellia-galactanivoranssample10	1000	1000	0.013433693908154964	0.32192763803912683
h_bacteria-zobellia-galactanivoranssample11	1000	150	0.39862167835235596	0.2954077093726422
h_bacteria-zobellia-galactanivoranssample11	1000	300	0.12628567218780518	0.4113326870180818
h_bacteria-zobellia-galactanivoranssample11	1000	500	0.00829766970127821	0.6811793260456452
h_bacteria-zobellia-galactanivoranssample11	1000	1000	4.308321422286099e-06	0.8185474733741219
h_bacteria-zobellia-galactanivoranssample12	1000	150	0.42147839069366455	0.27432686568844944
h_bacteria-zobellia-galactanivoranssample12	1000	300	0.30316561460494995	0.2635838932227082
h_bacteria-zobellia-galactanivoranssample12	1000	500	0.29981496930122375	0.2521684321435963
h_bacteria-zobellia-galactanivoranssample12	1000	1000	0.015409381128847599	0.31269355691517486
h_bacteria-zobellia-galactanivoranssample13	1000	150	0.42072656750679016	0.2750053490388622
h_bacteria-zobellia-galactanivoranssample13	1000	300	0.3857804536819458	0.2135320376967128
h_bacteria-zobellia-galactanivoranssample13	1000	500	0.1744014173746109	0.33560368021975956
h_bacteria-zobellia-galactanivoranssample13	1000	1000	0.001723268534988165	0.47042828008157717
h_bacteria-zobellia-galactanivoranssample14	1000	150	0.384385347366333	0.308400243240504
h_bacteria-zobellia-galactanivoranssample14	1000	300	0.1816403865814209	0.3541676060783695
h_bacteria-zobellia-galactanivoranssample14	1000	500	0.04012666642665863	0.5241396827786036
h_bacteria-zobellia-galactanivoranssample14	1000	1000	0.0001407915842719376	0.6375670367852557
h_bacteria-zobellia-galactanivoranssample15	1000	150	0.383924663066864	0.30881690521503136
h_bacteria-zobellia-galactanivoranssample15	1000	300	0.18912865221500397	0.3477025747395951
h_bacteria-zobellia-galactanivoranssample15	1000	500	0.3297373056411743	0.23591224670266608
h_bacteria-zobellia-galactanivoranssample15	1000	1000	0.00017516103980597109	0.6235176372837827
h_bacteria-zobellia-galactanivoranssample16	1000	150	0.4500409960746765	0.24877253634531143
h_bacteria-zobellia-galactanivoranssample16	1000	300	0.1287834495306015	0.4085933624926726
h_bacteria-zobellia-galactanivoranssample16	1000	500	0.07252711057662964	0.452463828105891
h_bacteria-zobellia-galactanivoranssample16	1000	1000	0.0015093483962118626	0.4799456152277362
h_bacteria-zobellia-galactanivoranssample17	1000	150	0.37883371114730835	0.3136620083107172
h_bacteria-zobellia-galactanivoranssample17	1000	300	0.204460009932518	0.3346710555981422
h_bacteria-zobellia-galactanivoranssample17	1000	500	0.12798313796520233	0.37897232309168566
h_bacteria-zobellia-galactanivoranssample17	1000	1000	0.02509242855012417	0.2795528363169424
h_bacteria-zobellia-galactanivoranssample18	1000	150	0.39921438694000244	0.29488125133725973
h_bacteria-zobellia-galactanivoranssample18	1000	300	0.19098486006259918	0.3459383595617081
h_bacteria-zobellia-galactanivoranssample18	1000	500	0.20572766661643982	0.3118591130595119
h_bacteria-zobellia-galactanivoranssample18	1000	1000	0.0009233512682840228	0.514408187929602
h_bacteria-zobellia-galactanivoranssample19	1000	150	0.40070027112960815	0.29348768594948255
h_bacteria-zobellia-galactanivoranssample19	1000	300	0.13928888738155365	0.39627203859854804
h_bacteria-zobellia-galactanivoranssample19	1000	500	0.20261594653129578	0.31420158422547934
h_bacteria-zobellia-galactanivoranssample19	1000	1000	0.0008168905624188483	0.5227169725810107
h_bacteria-zobellia-galactanivoranssample20	1000	150	0.4401615858078003	0.2576716478418036
h_bacteria-zobellia-galactanivoranssample20	1000	300	0.15857575833797455	0.37641475402443975
h_bacteria-zobellia-galactanivoranssample20	1000	500	0.19950103759765625	0.31627123746448665
h_bacteria-zobellia-galactanivoranssample20	1000	1000	7.239155092975125e-05	0.6773925523075761
h_bacteria-zobellia-galactanivoranssample21	1000	150	0.42072656750679016	0.2750053490388622
h_bacteria-zobellia-galactanivoranssample21	1000	300	0.2268306463956833	0.316623077963656
h_bacteria-zobellia-galactanivoranssample21	1000	500	0.167269766330719	0.341596267098158
h_bacteria-zobellia-galactanivoranssample21	1000	1000	0.3761797547340393	0.10229246921972959
h_bacteria-zobellia-galactanivoranssample22	1000	150	0.40171149373054504	0.2926656231348746
h_bacteria-zobellia-galactanivoranssample22	1000	300	0.18265357613563538	0.3532544979032331
h_bacteria-zobellia-galactanivoranssample22	1000	500	0.05423169583082199	0.4887862424504694
h_bacteria-zobellia-galactanivoranssample22	1000	1000	5.7398156059207395e-06	0.8059332275851651
h_bacteria-zobellia-galactanivoranssample23	1000	150	0.4282194972038269	0.26835846443170686
h_bacteria-zobellia-galactanivoranssample23	1000	300	0.12016520649194717	0.4191110159173919
h_bacteria-zobellia-galactanivoranssample23	1000	500	0.21648406982421875	0.3042672486782442
h_bacteria-zobellia-galactanivoranssample23	1000	1000	0.3648435175418854	0.10474733741219125
h_bacteria-zobellia-galactanivoranssample24	1000	150	0.42072656750679016	0.2750053490388622
h_bacteria-zobellia-galactanivoranssample24	1000	300	0.38317087292671204	0.2152398881724309
h_bacteria-zobellia-galactanivoranssample24	1000	500	0.44870349764823914	0.17164010611676608
