name	sample_len	model_contig_len	score	pvalue
h_archaea-nitrosopumilus-oxyclinaesample0	3000	150	0.4218175709247589	0.2740115539239423
h_archaea-nitrosopumilus-oxyclinaesample0	3000	300	0.5182026028633118	0.1259187446453533
h_archaea-nitrosopumilus-oxyclinaesample0	3000	500	0.7985174655914307	0.04913544939697831
h_archaea-nitrosopumilus-oxyclinaesample0	3000	1000	0.9972630143165588	0.0050796887982476014
h_archaea-nitrosopumilus-oxyclinaesample1	3000	150	0.42072656750679016	0.2750053490388622
h_archaea-nitrosopumilus-oxyclinaesample1	3000	300	0.43664729595184326	0.18367001848762232
h_archaea-nitrosopumilus-oxyclinaesample1	3000	500	0.6885634064674377	0.07081036331821859
h_archaea-nitrosopumilus-oxyclinaesample1	3000	1000	0.7607088088989258	0.02860865624291865
h_archaea-nitrosopumilus-oxyclinaesample2	3000	150	0.42072656750679016	0.2750053490388622
h_archaea-nitrosopumilus-oxyclinaesample2	3000	300	0.3096781075000763	0.25937344997069034
h_archaea-nitrosopumilus-oxyclinaesample2	3000	500	0.8440032601356506	0.040386460704811
h_archaea-nitrosopumilus-oxyclinaesample2	3000	1000	0.10966508835554123	0.18407734723166402
h_archaea-nitrosopumilus-oxyclinaesample3	3000	150	0.42072656750679016	0.2750053490388622
h_archaea-nitrosopumilus-oxyclinaesample3	3000	300	0.38763362169265747	0.21243856247463588
h_archaea-nitrosopumilus-oxyclinaesample3	3000	500	0.6376873254776001	0.08251331163333271
h_archaea-nitrosopumilus-oxyclinaesample3	3000	1000	0.1737891137599945	0.15578971221391344
h_archaea-nitrosopumilus-oxyclinaesample4	3000	150	0.42072656750679016	0.2750053490388622
h_archaea-nitrosopumilus-oxyclinaesample4	3000	300	0.4422084093093872	0.18032195517878882
h_archaea-nitrosopumilus-oxyclinaesample4	3000	500	0.6937398910522461	0.06980375924288322
h_archaea-nitrosopumilus-oxyclinaesample4	3000	1000	0.03088253177702427	0.2661077120628446
h_archaea-nitrosopumilus-oxyclinaesample5	3000	150	0.42072656750679016	0.2750053490388622
h_archaea-nitrosopumilus-oxyclinaesample5	3000	300	0.3982391059398651	0.20639626640212833
h_archaea-nitrosopumilus-oxyclinaesample5	3000	500	0.4600573182106018	0.16477262036915089
h_archaea-nitrosopumilus-oxyclinaesample5	3000	1000	0.028534073382616043	0.2709985648462875
h_archaea-nitrosopumilus-oxyclinaesample6	3000	150	0.42072656750679016	0.2750053490388622
h_archaea-nitrosopumilus-oxyclinaesample6	3000	300	0.33582594990730286	0.2435913333633945
h_archaea-nitrosopumilus-oxyclinaesample6	3000	500	0.581145703792572	0.09934335547235132
